Payment Plan,Cost per Credit,Deposit,Loan Duration,Product Price,Product Price Weighted Llr 200,Quality of Sales,Deposit to Price Ratio
MK +Phone Nokia T20 Tablet 4/64 LDR v2,85,"7,999",420,"43,699",41.10%,,0.183047667
MK +Phone Samsung A23 4/64 CSTR 2,110,"8,499",440,"56,899",40.39%,,0.149369936
MK Phone Nokia C21 2/32 HMD v12 HRA,50,"3,399",365,"21,649",38.67%,,0.157004942
MK Phone Nokia X10 6/128 v1 F&F,110,"7,999",365,"48,149",37.14%,,0.166130138
MK Phone Samsung A53 6/128 F&F v1,165,"12,999",365,"73,224",36.18%,,0.177523763
MK +Phone Nokia T20 Tablet 4/64 HDR v3,95,"3,999",420,"43,899",34.60%,,0.091095469
MK Phone Samsung A02 2GB/32GB v1,50,"3,599",365,"21,849",32.43%,,0.164721498
MK Phone Samsung A03 Core 2/32 v11,50,"3,299",365,"21,549",29.70%,,0.153092951
MK Phone Nokia G21 4/64 v1 F&F,70,"4,999",365,"30,549",29.67%,,0.163638744
MK Phone Nokia G10 3/32 Staff v13,55,"2,899",365,"22,974",29.66%,,0.126186123
MK +Phone Samsung A10S v1,60,999,365,"22,899",29.62%,,0.043626359
MK Phone Nokia C30 2/32 v15 HRA,60,"6,124",365,"28,024",29.06%,,0.218526977
MK Phone Samsung A02 2GB/32GB v2,50,"3,499",365,"21,749",26.96%,,0.16088096
MK +Phone Samsung A22 4/64 v4,85,"5,999",365,"37,024",26.50%,,0.162030035
MK Phone Samsung A10S v19,60,"4,499",365,"26,399",26.03%,,0.170423122
MK +Phone Samsung A13 4/64  CSTR 2,95,"5,999",400,"43,999",25.69%,,0.136344008
MK Phone Nokia 2.4 Saf-Data v1,50,"3,499",365,"21,749",24.86%,,0.16088096
MK Phone Nokia C30 2/32 HMD v17 HRA,65,"4,299",365,"28,024",24.63%,,0.153404225
MK Phone Nokia G21 4/64 HMD v19 HRA,80,"4,999",365,"34,199",24.28%,,0.146173865
MK Phone Nokia G50 4/128 Staff v9,100,"5,999",365,"42,499",23.80%,,0.141156263
MK +Phone Nokia G21 4/64 CSTR 2 v21 DS,85,"3,499",410,"38,349",23.77%,,0.091240971
MK +Phone Samsung A02 2GB/32GB v5,55,999,400,"22,999",23.44%,,0.043436671
MK Phone Samsung A03 4/64 F&F v2,65,"4,499",365,"28,224",23.42%,,0.159403345
MK Phone Nokia 2.4 v2,50,"3,499",365,"21,749",22.90%,,0.16088096
MK +Phone Nokia G50 4/128 CSTR 2,115,"7,999",440,"58,599",22.62%,,0.136504036
MK +Phone Nokia T20 Tablet 4/64 HDR v5,100,"5,999",460,"51,999",22.40%,,0.115367603
MK +Phone Samsung A03 3/32 v11 Promo,65,"1,999",420,"29,299",21.80%,,0.068227585
MK Phone Nokia G20 (4/64GB) Staff v5,70,999,360,"26,199",21.78%,,0.038131226
MK Phone Samsung A02 3GB/64GB Staff v7,50,"1,299",340,"18,299",21.58%,,0.070987486
MK Phone Nokia T21 Tablet 4/128 SS v1 F&F,150,"11,799",365,"66,549",21.56%,,0.177297931
MK Phone Nokia G10 3/32 Saf HMD v9,65,"4,999",365,"28,724",21.41%,,0.17403565
MK Phone Nokia G21 4/64 v17 HRA,80,"4,999",365,"34,199",21.34%,,0.146173865
MK Phone Nokia G21 4/64 v16 HRA,80,"5,599",365,"34,799",21.23%,,0.160895428
MK +Phone Samsung A02 2/32 Saf-Data v7,55,999,400,"22,999",20.83%,,0.043436671
MK Phone Samsung A02 3GB/64GB v1,55,"3,999",365,"24,074",20.79%,,0.166112819
MK Phone Samsung A03 Core 2/32 v15 HRA,50,"5,324",365,"23,574",20.73%,,0.225842029
MK Phone Samsung A03 Core 2/32 v22 DS HRA,70,"3,499",365,"29,049",20.41%,,0.120451651
MK Phone Samsung A03S 3/32 v6,65,"3,999",365,"27,724",20.07%,,0.144243255
MK +Phone Samsung A03 3/32 v9,65,"2,499",420,"29,799",19.54%,,0.083861875
MK Phone Nokia T10 Tablet (4/64) SS v1 F&F,80,"5,299",365,"34,499",19.37%,,0.153598655
MK Phone Nokia C20 2/32 F&F v1,45,"3,299",365,"19,724",19.11%,,0.167258163
MK Phone Nokia C31 4/64 v3,90,"4,099",365,"36,949",18.81%,,0.110936697
MK +Phone Samsung A21 4/64 Saf-Data v13,85,"5,999",365,"37,024",18.73%,,0.162030035
MK Phone Nokia C31 4/64 DS v7 ST Pilot,90,"4,099",365,"36,949",18.71%,,0.110936697
MK Phone Nokia G50 4/128 HMD v120 HRA,100,"5,999",365,"42,499",18.44%,,0.141156263
MK Phone Nokia C30 2/32 v16 HRA,65,"4,299",365,"28,024",18.41%,,0.153404225
MK Phone Nokia 1.4 (2+32GB) Staff v9,45,"1,099",310,"15,049",18.40%,,0.073028108
MK Phone Nokia G50 4/128 HMD v12,135,"9,499",365,"58,774",18.39%,,0.161619083
MK +Phone Samsung A03 3/32 v10,60,"1,499",440,"27,899",18.31%,,0.053729524
MK +Phone Samsung A02 3GB/64GB v3,60,999,365,"22,899",18.30%,,0.043626359
MK Phone Samsung A24 4/128 F&F v1,150,"7,899",365,"62,649",18.12%,,0.126083417
MK Phone Nokia C21 2/32 HMD v11,50,"3,399",365,"21,649",18.07%,,0.157004942
MK Phone Nokia C31 4/64 v2 HRA,70,"4,299",365,"29,849",17.93%,,0.144024925
MK Phone Samsung A03 Core 2/32 v19 DS,75,"3,499",365,"30,874",17.91%,,0.113331606
MK Phone Samsung A10S Saf-Data v1,60,"4,499",365,"26,399",17.83%,,0.170423122
MK Phone Nokia C31 4/64 v4,85,"3,999",365,"35,024",17.82%,,0.114178849
MK Phone Nokia C01 Plus HMD 1/16 v8,40,"2,499",365,"17,099",17.79%,,0.146148898
MK Phone Samsung A21 Saf-Data v1,85,"5,999",365,"37,024",17.67%,,0.162030035
MK Phone Samsung A11 Saf-Data v1,60,"4,499",365,"26,399",17.41%,,0.170423122
MK +Phone Nokia G50 4/128 CSTR1,120,"3,499",430,"55,099",17.35%,,0.063503875
MK Phone Samsung A03 3/32 v10 Promo,70,"4,499",365,"30,049",17.18%,,0.149722121
MK Phone Samsung A12 Saf-Data 6-M v1,130,"4,499",180,"27,899",17.16%,,0.16126026
MK +Phone Nokia C21 2/32 v9,60,"1,499",410,"26,099",17.09%,,0.057435151
MK Phone Samsung A03 Core 2/32 v20 DS HRA,65,"3,999",365,"27,724",17.06%,,0.144243255
MK Phone Nokia G10 3/32 F&F v1,55,"3,999",365,"24,074",17.03%,,0.166112819
MK +Phone Nokia 1.4 v4,50,999,420,"21,999",17.02%,,0.045411155
MK Phone Nokia G20 4/64 Demo v2,65,999,360,"24,399",16.98%,,0.040944301
MK Phone Samsung A21S STAFF v3,70,"2,999",365,"28,549",16.94%,,0.105047462
MK Phone Samsung A13 4/64 v9,100,"7,499",365,"43,999",16.93%,,0.170435692
MK +Phone Nokia C21 2/32 v8,65,"1,999",380,"26,699",16.91%,,0.074871718
MK Phone Nokia 3.4 (4+64GB) v4,65,"4,999",365,"28,724",16.88%,,0.17403565
MK Phone Samsung A03 3/32 v14 HRA,60,"3,999",365,"25,899",16.83%,,0.154407506
MK +Phone Samsung A22 4/64 Saf-Data v7,85,"5,999",365,"37,024",16.70%,,0.162030035
MK Phone Samsung A11 Staff v3,50,"2,999",320,"18,999",16.70%,,0.157850413
MK +Phone Samsung A04S 4/64 CSTR1 v1,80,"2,999",400,"34,999",9.54%,,0.085688163
MK Phone Nokia C21 Plus 3/32 v12 HRA,60,"3,999",365,"25,899",16.59%,,0.154407506
MK Phone Nokia C01 Plus Iris HMD,40,"2,499",365,"17,099",16.54%,,0.146148898
MK Phone Nokia C1 Plus Saf-Data v1,35,"2,499",365,"15,274",16.51%,,0.163611366
MK Phone Samsung A02 3/64 Saf-Data v9,55,"3,499",365,"23,574",16.49%,,0.148426232
MK Phone Nokia G50 4/128 v10,140,"9,499",365,"60,599",16.48%,,0.156751762
MK Phone Nokia 3.4 (4+64GB) Staff v12,60,"1,399",355,"22,699",16.43%,,0.061632671
MK Phone Samsung A03 Core 2/32 v17 ST Pilot,70,"3,499",365,"29,049",16.40%,,0.120451651
MK Phone Nokia C01 Plus 1/16 v7,40,"2,499",365,"17,099",16.37%,,0.146148898
MK Phone Nokia C31 4/64 v6 HMD,90,"4,099",365,"36,949",16.27%,,0.110936697
MK Phone Samsung A03 4/64 v3 DS,85,"4,799",365,"35,824",16.18%,,0.133960473
MK Phone Samsung A03 3/32 Staff v4,55,"1,999",365,"22,074",16.16%,,0.090559029
MK Phone Nokia G10 3/32 v2,55,"3,999",365,"24,074",16.11%,,0.166112819
MK Phone Samsung A02 3/64 Saf-Data 6-M v1,100,"3,499",180,"21,499",16.00%,,0.162751756
MK Phone Samsung A13 4/64 v12,95,"5,999",365,"40,674",15.91%,,0.147489797
MK Phone Nokia C22 2/64 v1 F&F,65,"2,799",365,"26,524",15.86%,,0.10552707
MK Phone Nokia C01 Plus 1/16 v9,40,"2,499",365,"17,099",15.86%,,0.146148898
MK Phone Samsung A04S 4/64 DS v3 HRA,95,"4,899",365,"39,574",15.79%,,0.1237934
MK Phone Nokia C01 Plus 1/16 HMD v2 ,40,"3,299",365,"17,899",15.78%,,0.184311973
MK Phone Samsung A03S 3/32 Staff v3,55,"1,499",365,"21,574",15.78%,,0.069481784
MK Phone Samsung A03S 3/32 v5,65,"3,999",365,"27,724",15.70%,,0.144243255
MK Phone Nokia G11 3/64 Plus F&F v1,65,"4,999",365,"28,724",15.67%,,0.17403565
MK Phone Samsung A03 3/32 v12,65,"4,399",365,"28,124",15.66%,,0.15641445
MK +Phone Samsung A03 Core 2/32 v13,60,"1,499",400,"25,499",15.65%,,0.058786619
MK Phone Samsung A03 Saf-Data v1,40,"2,499",365,"17,099",15.64%,,0.146148898
MK Phone Samsung A03 3/32 v9,70,"4,999",365,"30,549",15.60%,,0.163638744
MK Phone Nokia G21 4/64 v19,80,"4,999",365,"34,199",15.54%,,0.146173865
MK Phone Samsung A03 Core 2/32 v14 ST Pilot ,50,"3,999",365,"22,249",15.52%,,0.179738415
MK Phone Nokia C01 Plus Iris HMD v5,40,"3,499",365,"18,099",15.50%,,0.193325598
MK +Phone Samsung A23 4/64 CSTR 1 Promo,120,"3,499",440,"56,299",15.47%,,0.062150305
MK +Phone Samsung A02 2GB/32GB v4,60,999,365,"22,899",15.44%,,0.043626359
MK Phone Nokia G21 4/64 HMD v14,85,"5,699",365,"36,724",15.40%,,0.15518462
MK +Phone Nokia C30 2/32 v12,65,"2,199",430,"30,149",15.34%,,0.072937743
MK Phone Samsung A03 Core 2/32 v18 HRA,55,"3,499",365,"23,574",15.31%,,0.148426232
MK Phone Samsung A03 3/32 v8,70,"4,999",365,"30,549",15.31%,,0.163638744
MK +Phone Samsung A13 4/64 CSTR1,95,"2,499",400,"40,499",15.27%,,0.061705227
MK +Phone Nokia G50 4/128 CSTR 1,125,"4,299",440,"59,299",15.24%,,0.072497007
MK +Phone Nokia G10 3/32 LDR v11,60,"1,499",400,"25,499",15.22%,,0.058786619
MK Phone Nokia C21 2/32 HMD v6,60,"4,299",365,"26,199",15.21%,,0.164090232
MK Phone Samsung A03 Core 2/32 v17 HRA,50,"5,324",365,"23,574",15.12%,,0.225842029
MK +Phone Samsung A02 3/64 Saf-Data v5,55,999,400,"22,999",15.09%,,0.043436671
MK Phone Samsung A03 3/32 v7,60,"3,499",365,"25,399",15.02%,,0.137761329
MK +Phone Samsung A12 v10,70,"1,499",400,"29,499",15.01%,,0.050815282
MK Phone Samsung A13 4/64 v10,100,"7,499",365,"43,999",15.01%,,0.170435692
MK +Phone Nokia C21 Plus 3/32 v5,70,"2,499",405,"30,849",15.00%,,0.081007488
MK Phone Samsung A13 4/64 v11 Promo,100,"6,999",365,"43,499",14.95%,,0.160900251
MK Phone Nokia C01 Plus Iris v1,40,"2,499",365,"17,099",14.95%,,0.146148898
MK Phone Samsung A02 2/32 Saf-Data v1,50,"3,499",365,"21,749",14.79%,,0.16088096
MK Phone Samsung A03 Core 2/32 v15,55,"3,499",365,"23,574",14.75%,,0.148426232
MK Phone Samsung A13 4/64 v11 ST Pilot,90,"5,499",365,"38,349",14.75%,,0.14339357
MK +Phone Samsung A23 4/64 CSTR 2 Promo,110,"7,999",440,"56,399",14.74%,,0.141828756
MK +Phone Samsung A03 Core 2/32 v15,55,"1,499",440,"25,699",14.71%,,0.058329118
MK Phone Nokia 3.4 (4+64GB) Demo v3,55,999,420,"24,099",14.70%,,0.041454002
MK Phone Samsung A13 4/64 v7,90,"5,499",365,"38,349",14.70%,,0.14339357
MK Phone Nokia C21 2/32 v11 HRA,50,"3,399",365,"21,649",14.68%,,0.157004942
MK Phone Samsung A03S 3/32 v1,55,"3,999",365,"24,074",14.66%,,0.166112819
MK Phone Samsung A03 Core 2/32 v19 DS HRA,55,"3,499",365,"23,574",14.65%,,0.148426232
MK Phone Nokia C21 2/32 v10,50,"3,399",365,"21,649",14.63%,,0.157004942
MK +Phone Nokia G21 4/64 CSTR 2 v3,70,"2,999",430,"33,099",14.61%,,0.090606967
MK Phone Nokia C21 Plus 3/32 HMD v12,60,"3,999",365,"25,899",14.60%,,0.154407506
MK Phone Samsung A03 Single v3,40,"2,499",365,"17,099",14.59%,,0.146148898
MK Phone Samsung A22 4/64 v1,85,"5,999",365,"37,024",14.57%,,0.162030035
MK +Phone Samsung A13 4/64  CSTR 1 Promo,100,"3,499",400,"43,499",14.57%,,0.080438631
MK +Phone Nokia G20 4/64 v6,65,"1,499",440,"30,099",14.56%,,0.049802319
MK Phone Samsung A02 3/64 Saf-Data v1,55,"3,999",365,"24,074",14.55%,,0.166112819
MK Phone Samsung A03 Core 2/32 v10,60,"3,999",365,"25,899",14.54%,,0.154407506
MK +Phone Samsung A03 Core 2/32 v14,55,"1,499",440,"25,699",14.53%,,0.058329118
MK Phone Nokia C21 2/32 v9,60,"4,299",365,"26,199",14.52%,,0.164090232
MK Phone Samsung A02 3GB/64GB Demo v7,50,999,345,"18,249",14.51%,,0.054742726
MK Phone Nokia C30 2/32 HMD v2,60,"2,999",365,"24,899",14.44%,,0.120446604
MK Phone Samsung A03 Core 2/32 v16 ST Pilot,55,"3,499",365,"23,574",14.41%,,0.148426232
MK +Phone Samsung A02 3/64 Saf-Data v4,60,999,365,"22,899",14.40%,,0.043626359
MK +Phone Samsung A12 4/64 Saf-Data v15,65,"1,499",440,"30,099",14.38%,,0.049802319
MK Phone Nokia G50 4/128 HMD v4,105,"7,999",365,"46,324",14.37%,,0.172675071
MK +Phone Samsung A03S 3/32 v7,60,"1,499",380,"24,299",14.32%,,0.061689781
MK Phone Samsung A23 4/64 v10,130,"9,499",365,"56,949",14.31%,,0.166798363
MK Phone Nokia 1.4 Demo v8,40,999,340,"14,599",14.27%,,0.068429344
MK +Phone Nokia 1.4  v3,50,499,365,"18,749",14.25%,,0.026614753
MK Phone Samsung A03S 3/32 F&F v2,55,"3,999",365,"24,074",14.25%,,0.166112819
MK Phone Nokia C20 2/16 HMD v3,45,"2,999",365,"19,424",14.22%,,0.154396623
MK Phone Samsung A03 Core 2/32 v18 DS,65,"3,999",365,"27,724",14.22%,,0.144243255
MK +Phone Samsung A02 3GB/64GB v4,55,999,400,"22,999",14.18%,,0.043436671
MK Phone Samsung A03 Core 2/32 v13,60,"3,999",365,"25,899",14.17%,,0.154407506
MK Phone Samsung A11 Staff v2,50,"2,999",320,"18,999",14.15%,,0.157850413
MK Phone Samsung A12S v2,65,"4,999",365,"28,724",14.14%,,0.17403565
MK +Phone Nokia C30 2/32 v3,65,"1,499",365,"25,224",14.10%,,0.059427529
MK Phone Nokia C21 2/32 Staff v3,50,"1,999",365,"20,249",14.09%,,0.098720924
MK Phone Samsung A03 Core 2/32 Staff v8,45,"1,499",365,"17,924",14.08%,,0.083630886
MK Phone Nokia C10 1/32 v3,40,"3,299",365,"17,899",14.07%,,0.184311973
MK Phone Samsung A03 Core 2/32 DS v23 Staff,70,"1,899",365,"27,449",14.05%,,0.069182848
MK Phone Samsung A13 4/64 v6,90,"7,499",365,"40,349",14.04%,,0.185853429
MK Phone Nokia C30 2/32 v1,60,"2,999",365,"24,899",14.01%,,0.120446604
MK Phone Samsung A03 3/32 ST Pilot v14,60,"3,999",365,"25,899",13.96%,,0.154407506
MK Phone Nokia C31 4/64 v1,70,"4,299",365,"29,849",13.95%,,0.144024925
MK Phone Nokia G10 3/32 v8,65,"4,999",365,"28,724",13.93%,,0.17403565
MK Phone Nokia G10 3/32 HMD v13,60,"3,699",365,"25,599",13.92%,,0.144497832
MK Phone Nokia G50 4/128 HMD v6,100,"8,999",365,"45,499",13.87%,,0.197784567
MK Phone Nokia 1.4  Saf-Data HMD,45,"3,299",365,"19,724",13.83%,,0.167258163
MK Phone Nokia G21 4/64 v15,80,"5,599",365,"34,799",13.81%,,0.160895428
MK +Phone Nokia 5.4 4/128 v6,80,"1,999",420,"35,599",13.80%,,0.056153263
MK Phone Nokia G21 4/64 v13,85,"5,699",365,"36,724",13.75%,,0.15518462
MK Phone Nokia G21 4/64 HMD v19,80,"4,999",365,"34,199",13.74%,,0.146173865
MK Phone Nokia G10 3/32 v12,60,"3,699",365,"25,599",13.69%,,0.144497832
MK +Phone Samsung A12 v11,65,"1,499",440,"30,099",13.67%,,0.049802319
MK Phone Samsung A04S 4/64 v2 HRA,85,"4,899",365,"35,924",13.66%,,0.136371228
MK +Phone Samsung A33 6/128 CSTR 1,160,"5,499",430,"74,299",13.65%,,0.074011763
MK +Phone Samsung A12 4/64 Saf-Data v14,70,"1,499",400,"29,499",13.50%,,0.050815282
MK Phone Samsung A23 4/64 v8,130,"9,499",365,"56,949",13.50%,,0.166798363
MK Phone Nokia G21 4/64 v11,90,"5,999",365,"38,849",13.45%,,0.154418389
MK +Phone Nokia 5.4 4/128 Saf-Data v10,80,"1,999",420,"35,599",13.37%,,0.056153263
MK +Phone Nokia G21 4/64 CSTR 2,75,"3,499",440,"36,499",13.33%,,0.09586564
MK +Phone Nokia 3.4 (4+64GB) v9,60,999,440,"27,399",13.32%,,0.036461185
MK Phone Samsung A12 Saf-Data v2,70,"4,499",365,"30,049",13.32%,,0.149722121
MK Phone Nokia G50 4/128 v19 HRA,100,"5,999",365,"42,499",13.26%,,0.141156263
MK Phone Samsung A03 3/32 v2,55,"3,999",365,"24,074",13.24%,,0.166112819
MK Phone Samsung A02 2/32 Saf-Data v8,50,"2,999",365,"21,249",13.24%,,0.141136053
MK +Phone Samsung A22 4/64 v3,80,"2,199",420,"35,799",13.22%,,0.061426297
MK +Phone Samsung A02 2/32 Saf-Data v6,60,999,365,"22,899",13.20%,,0.043626359
MK Phone Nokia C30 2/32 v15,65,"4,299",365,"28,024",13.19%,,0.153404225
MK Phone Nokia C1 Plus v2,35,"2,499",365,"15,274",13.18%,,0.163611366
MK +Phone Nokia C20 2/16 v4,50,999,380,"19,999",13.15%,,0.049952498
MK Phone Nokia G10 3/32 v13,60,"3,699",365,"25,599",13.15%,,0.144497832
MK Phone Samsung A22 4/64 Saf-Data v2,85,"5,999",365,"37,024",13.11%,,0.162030035
MK Phone Nokia C21 Plus 3/32 v10,65,"4,499",365,"28,224",13.08%,,0.159403345
MK Phone Samsung A03 3/32 v3,55,"3,999",365,"24,074",13.08%,,0.166112819
MK +Phone Nokia G21 4/64 CSTR2,80,"4,499",425,"38,499",13.07%,,0.116860178
MK +Phone Nokia C30 2/32 v4,60,"1,499",400,"25,499",13.01%,,0.058786619
MK Phone Nokia C21 2/32 v7,60,"4,299",365,"26,199",12.94%,,0.164090232
MK Phone Nokia C30 2/32 v13,70,"4,699",365,"30,249",12.89%,,0.155343978
MK Phone Samsung A12 v4,70,"5,499",365,"31,049",12.82%,,0.177107153
MK Phone Samsung A03S 3/32 v4,65,"4,999",365,"28,724",12.79%,,0.17403565
MK +Phone Nokia C30 2/32 v11,70,"2,999",425,"32,749",12.78%,,0.091575315
MK +Phone Nokia C21 2/32 v4,55,"1,499",365,"21,574",12.73%,,0.069481784
MK +Phone Samsung A13 4/64 v4,70,"2,499",440,"33,299",12.61%,,0.075047299
MK Phone Samsung A22 4/64 Staff v7,80,"2,999",350,"30,999",12.60%,,0.096745056
MK +Phone Samsung A04S 4/64 CSTR1 v3 DS,90,"2,499",410,"39,399",12.57%,,0.063428006
