LoanId,Payment Plan,Cost per Credit,Deposit,Loan Duration,Product Price,Product Price Weighted Llr 200,Quality of Sales,Deposit to Price Ratio
37,MK +Phone Samsung A04S 4/64 CSTR1 v1,80,2999,400,34999,0.191507803,0.84425,0.085688163
38,MK +Phone Samsung A04S 4/64 CSTR1 v3 DS,90,2499,410,39399,0.091197911,1,0.063428006
39,MK +Phone Samsung A04S 4/64 DS v4 CG,80,2299,410,35099,0.09687453,1,0.065500442
40,MK +Phone Samsung A04S 4/64 DS v7 GT,100,3799,390,42799,0.218247834,0.870814607,0.088763756
41,MK +Phone Samsung A04S 4/64 DS v8 CG,100,2799,400,42799,0.160932473,0.931055111,0.065398724
42,MK +Phone Samsung A04S 4/64 DS v9 CG 75% Pilot,100,2799,400,42799,0.158960288,0.939569069,0.065398724
43,MK +Phone Samsung A14 4/128 v2 CG,120,3799,410,52999,0.156047381,0.941919626,0.071680598
44,MK +Phone Samsung A14 4/128 v2 GT,120,4999,400,52999,0.168871225,0.939040816,0.094322534
45,MK +Phone Samsung A24 4/128 v3 CG,150,3999,390,62499,0.137903748,0.993,0.063985024
46,MK Phone Nokia C22 2/64 Insurance Pilot v2,65,3199,365,26924,0.139118714,0.973211823,0.118815926
47,MK Phone Nokia C22 2/64 v1,65,3199,365,26924,0.221640722,0.923893939,0.118815926
48,MK Phone Nokia C22 2/64 v1 HRA,65,3199,365,26924,0.20412073,0.936969697,0.118815926
49,MK Phone Nokia C22 2/64 v2,65,3199,365,26924,0.160891375,0.959398019,0.118815926
50,MK Phone Nokia C22 2/64 v2 HRA,65,3199,365,26924,0.186124625,0.94629331,0.118815926
51,MK Phone Nokia C31 4/64 Insurance Pilot v2,80,3699,365,32899,0.172469818,0.978,0.112435028
52,MK Phone Nokia C31 4/64 Insurance Pilot v4,80,3699,365,32899,0.153628211,0.961622514,0.112435028
53,MK Phone Nokia C31 4/64 v1,70,4299,365,29849,0.063455502,1,0.144024925
54,MK Phone Nokia C31 4/64 v2 HRA,70,4299,365,29849,0.164882138,0.916666667,0.144024925
55,MK Phone Nokia C31 4/64 v5,80,3499,365,32699,0.096513681,1,0.10700633
56,MK Phone Nokia C31 4/64 v5 HRA,80,3499,365,32699,0.185419848,0.9156,0.10700633
57,MK Phone Nokia C31 4/64 v6,80,3699,365,32899,0.163560409,0.967612903,0.112435028
58,MK Phone Nokia C31 4/64 v6 HRA,80,3699,365,32899,0.209442827,0.924,0.112435028
59,MK Phone Nokia C31 4/64 v8,80,3699,365,32899,0.171357103,0.949911641,0.112435028
60,MK Phone Nokia C31 4/64 v8 HRA,80,3699,365,32899,0.210200296,0.924705577,0.112435028
61,MK Phone Nokia C32 4/128 PLAK Insurance Pilot v1,85,3899,365,34924,0.115401978,0.999088542,0.111642424
62,MK Phone Nokia C32 4/128 PLAK v1,85,3899,365,34924,0.113943278,0.993076923,0.111642424
63,MK Phone Nokia G21 4/64 HMD v20,95,4899,365,39574,0.071176758,0.9991,0.1237934
64,MK Phone Nokia G21 4/64 HMD v20 HRA,95,4899,365,39574,0.411534485,0.736642857,0.1237934
65,MK Phone Nokia G21 4/64 Insurance Pilot v1,95,4899,365,39574,0.167353257,0.943450945,0.1237934
66,MK Phone Nokia G21 4/64 v18 HRA,95,4899,365,39574,0.231966395,0.898812632,0.1237934
67,MK Phone Nokia G21 4/64 v20,95,4899,365,39574,0.184289064,0.933307133,0.1237934
68,MK Phone Nokia T10 Tablet 4/64 v1,100,6799,365,43299,0.257036776,0.859135593,0.157024412
69,MK Phone Nokia T10 Tablet 4/64 v2,100,6099,365,42599,0.25287276,0.966888889,0.143172375
70,MK Phone Samsung A03 Core 2/32 28 DS,71,3399,365,29314,0.158614185,0.965746258,0.115951423
71,MK Phone Samsung A03 Core 2/32 Insurance Pilot v2,65,3199,365,26924,0.244897418,0.95016,0.118815926
72,MK Phone Samsung A03 Core 2/32 Insurance Pilot v3,71,3699,365,29614,0.143054666,0.956828293,0.124907139
73,MK Phone Samsung A03 Core 2/32 Insurance Pilot v4,71,3399,365,29314,0.149303333,0.968212627,0.115951423
74,MK Phone Samsung A03 Core 2/32 v1 FE Pilot,71,3399,365,29314,0.146169129,0.972965116,0.115951423
75,MK Phone Samsung A03 Core 2/32 v19 DS,75,3499,365,30874,0.089510811,1,0.113331606
76,MK Phone Samsung A03 Core 2/32 v26 DS,65,3199,365,26924,0.195387789,0.921304833,0.118815926
77,MK Phone Samsung A03 Core 2/32 v26 DS HRA,65,3199,365,26924,0.224051575,0.923985714,0.118815926
78,MK Phone Samsung A03 Core 2/32 v27 DS,71,3699,365,29614,0.163601038,0.947226095,0.124907139
79,MK Phone Samsung A03 Core 2/32 v27 DS HRA,71,3699,365,29614,0.09252579,0.969242857,0.124907139
80,MK Phone Samsung A03 Core 2/32 v28 DS HRA,71,3399,365,29314,0.168616452,0.961116942,0.115951423
81,MK Phone Samsung A04 4/64 ST Pilot v1,90,4999,365,37849,0.119917596,0.975126761,0.132077466
82,MK Phone Samsung A04e 3/32 v1 FE Pilot,80,4699,365,33899,0.139183664,0.964805556,0.138617658
83,MK Phone Samsung A04e 3/32 v1 ST Pilot,80,4699,365,33899,0.179549413,0.946592593,0.138617658
84,MK Phone Samsung A04e 3/64 v1 ST Pilot,70,4199,365,29749,0.039843937,1,0.141147602
85,MK Phone Samsung A04e 3/64 v2 ST Pilot,85,4899,365,35924,0.141586946,0.96784058,0.136371228
86,MK Phone Samsung A04S 4/64 DS v10 HRA,105,4499,365,42824,0.167852967,0.952372828,0.105057911
87,MK Phone Samsung A04S 4/64 DS v5,85,4199,365,35224,0.06473446,1,0.119208494
88,MK Phone Samsung A04S 4/64 DS v6 HRA,85,4199,365,35224,0.074850857,1,0.119208494
89,MK Phone Samsung A04S 4/64 DS v7 HRA,105,4999,365,43324,0.474743522,0.8255,0.115386391
90,MK Phone Samsung A04S 4/64 DS v8,105,4999,365,43324,0.149258979,0.95789924,0.115386391
91,MK Phone Samsung A04S 4/64 DS v9,105,4499,365,42824,0.168128447,0.954474263,0.105057911
92,MK Phone Samsung A04S 4/64 FE Pilot v1,105,4499,365,42824,0.13662134,0.968075145,0.105057911
93,MK Phone Samsung A04S 4/64 Insurance Pilot v2,105,4999,365,43324,0.242909588,0.923763158,0.115386391
94,MK Phone Samsung A04S 4/64 Insurance Pilot v4,105,4499,365,42824,0.154187409,0.960849188,0.105057911
95,MK Phone Samsung A13 4/64 v13,90,5599,365,38449,0.143966108,0.98075,0.145621473
96,MK Phone Samsung A14 4/128 Insurance Pilot v6,130,5599,365,53049,0.187276377,0.938907317,0.105543931
97,MK Phone Samsung A14 4/128 v1 ST Pilot,135,6299,365,55574,0.06951872,1,0.11334437
98,MK Phone Samsung A14 4/128 v2 ST Pilot,130,5599,365,53049,0.160702208,0.94675,0.105543931
99,MK Phone Samsung A14 4/128 v4,130,5599,365,53049,0.193256904,0.928567033,0.105543931
100,MK Phone Samsung A14 4/128 v5 HRA,130,5599,365,53049,0.260646257,0.872345798,0.105543931
101,MK Phone Samsung A14 4/64 v2 FE Pilot,115,5599,365,47574,0.153480577,0.94673262,0.117690335
102,MK Phone Samsung A23 4/128  ST Pilot v2,120,9699,365,53499,0.132079564,0.949155556,0.181293108
103,MK Phone Samsung A23 4/64 v13,100,6999,365,43499,0.190019074,0.8238,0.160900251
104,MK Phone Samsung A23 4/64 v15 DS,100,6999,365,43499,0.258734714,0.921947368,0.160900251
105,MK Phone Samsung A23 4/64 v16 DS HRA,100,6999,365,43499,0.123647207,1,0.160900251
106,MK Phone Samsung A24 4/128 Insurance Pilot v7,150,7699,365,62449,0.106589107,0.989651613,0.1232846
107,MK Phone Samsung A24 4/128 v5 HRA,150,7999,365,62749,0.108307936,0.9888,0.127476135
108,MK Phone Samsung A24 4/128 v6,150,7699,365,62449,0.135995987,0.970518493,0.1232846
109,MK Phone Nokia (G10 3/32) Saf -Data HMD,55,3999,365,24074,0.107237422,0.907,0.166112819
110,MK Phone Nokia 1.4  Saf-Data HMD,45,3299,365,19724,0.143089936,0.961,0.167258163
111,MK Phone Nokia 1.4  Saf-Data v1,45,3299,365,19724,0.124549433,0.948,0.167258163
112,MK Phone Nokia 1.4  Saf-Data v9,50,3499,365,21749,0.124786358,0.942,0.16088096
113,MK Phone Nokia 1.4  v2,45,3299,365,19724,0.14288951,0.941,0.167258163
114,MK Phone Nokia 1.4 Saf-Data HMD v2,50,3499,365,21749,0.121115564,0.953,0.16088096
115,MK Phone Nokia 2 2 v1 Rev A,50,2999,200,12999,0.088658568,0.92,0.230710055
116,MK Phone Nokia 2 2 v2 Rev B,50,1999,180,10999,0.173785929,0.904,0.181743795
117,MK Phone Nokia 2.3 v2,50,3999,365,22249,0.166923233,0.98,0.179738415
118,MK Phone Nokia 2.4 Saf-Data v1,50,3499,365,21749,0.18192055,0.922,0.16088096
119,MK Phone Nokia 2.4 v2,50,3499,365,21749,0.113506735,0.96,0.16088096
120,MK Phone Nokia 3.4 (4+64GB) v4,65,4999,365,28724,0.098918913,0.963,0.17403565
121,MK Phone Nokia 3.4 3+64 Saf-Data v1,60,4999,365,26899,0.05557021,0.951,0.18584334
122,MK Phone Nokia 3.4 3+64 Saf-Data v2,60,4499,365,26399,0.093600087,0.954,0.170423122
123,MK Phone Nokia 3.4 4+64 Saf-Data HMD,65,4999,365,28724,0.125753119,0.974,0.17403565
124,MK Phone Nokia 3.4 4+64 Saf-Data HMD v2,60,4499,365,26399,0.085178002,0.968,0.170423122
125,MK Phone Nokia 3.4 4+64 Saf-Data v1,65,4999,365,28724,0.09331929,0.962,0.17403565
126,MK Phone Nokia 5.4 4/128 Saf-Data HMD,85,5499,365,36524,0.118522075,0.96,0.150558537
127,MK Phone Nokia 5.4 4/128 Saf-Data v4,85,5499,365,36524,0.103461818,0.96,0.150558537
128,MK Phone Nokia 5.4 4/128 v3,85,5499,365,36524,0.111136549,0.956,0.150558537
129,MK Phone Nokia 5.4 v2,85,5499,365,36524,0.136134725,0.968,0.150558537
130,MK Phone Nokia C01 Plus 1/16 HMD v2 ,40,3299,365,17899,0.163758021,0.938,0.184311973
131,MK Phone Nokia C01 Plus 1/16 v1,40,3299,365,17899,0.117467431,0.927,0.184311973
132,MK Phone Nokia C01 Plus 1/16 v7,40,2499,365,17099,0.166434884,0.915,0.146148898
133,MK Phone Nokia C01 Plus 1/16 v9,40,2499,365,17099,0.164149003,0.911,0.146148898
134,MK Phone Nokia C01 Plus HMD 1/16 v8,40,2499,365,17099,0.174107894,0.937,0.146148898
135,MK Phone Nokia C01 Plus Iris 2/16 v6,40,3499,365,18099,0.122129305,0.92,0.193325598
136,MK Phone Nokia C01 Plus Iris 2/16 v8,40,3299,365,17899,0.135862958,0.898,0.184311973
137,MK Phone Nokia C01 Plus Iris HMD,40,2499,365,17099,0.166241377,0.905,0.146148898
138,MK Phone Nokia C01 Plus Iris HMD v5,40,3499,365,18099,0.152456336,0.941,0.193325598
139,MK Phone Nokia C01 Plus Iris v1,40,2499,365,17099,0.148884971,0.923,0.146148898
140,MK Phone Nokia C01 Plus Iris v4,40,3499,365,18099,0.119105834,0.925,0.193325598
141,MK Phone Nokia C1 2nd Edition v2,35,2499,365,15274,0.014169264,0.967,0.163611366
142,MK Phone Nokia C1 Plus Saf-Data v1,35,2499,365,15274,0.127165046,0.946,0.163611366
143,MK Phone Nokia C1 Plus v2,35,2499,365,15274,0.15701987,0.949,0.163611366
144,MK Phone Nokia C10 1/32 v3,40,3299,365,17899,0.139671546,0.945,0.184311973
145,MK Phone Nokia C20 2/16 HMD v3,45,2999,365,19424,0.141246815,0.952,0.154396623
146,MK Phone Nokia C20 2/16 HMD v5,45,3299,365,19724,0.123735567,0.957,0.167258163
147,MK Phone Nokia C20 2/16 HMD v6,45,3999,365,20424,0.111296892,0.959,0.19579906
148,MK Phone Nokia C20 2/16 v2,45,2999,365,19424,0.125931359,0.935,0.154396623
149,MK Phone Nokia C20 2/16 v7,45,3299,365,19724,0.124525875,0.928,0.167258163
150,MK Phone Nokia C21 2/32 HMD v11,50,3399,365,21649,0.187997466,0.912,0.157004942
151,MK Phone Nokia C21 2/32 HMD v12 HRA,50,3399,365,21649,0.209743564,0.872,0.157004942
152,MK Phone Nokia C21 2/32 HMD v6,60,4299,365,26199,0.150691473,0.933,0.164090232
153,MK Phone Nokia C21 2/32 v10,50,3399,365,21649,0.155512055,0.917,0.157004942
154,MK Phone Nokia C21 2/32 v10 HRA,45,5224,365,21649,0.062648428,0.875,0.241304448
155,MK Phone Nokia C21 2/32 v11 HRA,50,3399,365,21649,0.173353293,0.871,0.157004942
156,MK Phone Nokia C21 2/32 v2,50,3999,365,22249,0.111153433,0.936,0.179738415
157,MK Phone Nokia C21 2/32 v7,60,4299,365,26199,0.131686593,0.925,0.164090232
158,MK Phone Nokia C21 2/32 v9,60,4299,365,26199,0.149857953,0.921,0.164090232
159,MK Phone Nokia C21 Plus 3/32 HMD v12,60,3999,365,25899,0.147313214,0.934,0.154407506
160,MK Phone Nokia C21 Plus 3/32 HMD v13 HRA,60,3999,365,25899,0.100896163,0.949,0.154407506
161,MK Phone Nokia C21 Plus 3/32 HMD v4,70,5299,365,30849,0.1104306,0.939,0.171772181
162,MK Phone Nokia C21 Plus 3/32 v10,65,4499,365,28224,0.134280872,0.938,0.159403345
163,MK Phone Nokia C21 Plus 3/32 v11,60,3999,365,25899,0.131672566,0.935,0.154407506
164,MK Phone Nokia C21 Plus 3/32 v11 HMD,65,4499,365,28224,0.117429508,0.965,0.159403345
165,MK Phone Nokia C21 Plus 3/32 v11 HRA,55,5824,365,25899,0.048687056,0.979,0.224873547
166,MK Phone Nokia C21 Plus 3/32 v12 HRA,60,3999,365,25899,0.171713222,0.915,0.154407506
167,MK Phone Nokia C21 Plus 3/32 v2,55,4699,365,24774,0.091106209,0.954,0.189674659
168,MK Phone Nokia C21 Plus 3/32 v3,70,5299,365,30849,0.115953931,0.94,0.171772181
169,MK Phone Nokia C21 Plus 3/32 v6,70,5299,365,30849,0.117465566,0.943,0.171772181
170,MK Phone Nokia C22 2/64 Insurance Pilot V1,65,3199,365,26924,0.140253267,0.968,0.118815926
171,MK Phone Nokia C30 2/32 HMD v10,75,5499,365,32874,0.095367156,0.966,0.16727505
172,MK Phone Nokia C30 2/32 HMD v14,70,4699,365,30249,0.107566242,0.982,0.155343978
173,MK Phone Nokia C30 2/32 HMD v16,65,4299,365,28024,0.072963389,0.959,0.153404225
174,MK Phone Nokia C30 2/32 HMD v17 HRA,65,4299,365,28024,0.284279224,0.83,0.153404225
175,MK Phone Nokia C30 2/32 HMD v2,60,2999,365,24899,0.146566899,0.939,0.120446604
176,MK Phone Nokia C30 2/32 HMD v5,55,3999,365,24074,0.096531266,0.967,0.166112819
177,MK Phone Nokia C30 2/32 HMD v7,55,4299,365,24374,0.11168865,0.94,0.176376467
178,MK Phone Nokia C30 2/32 v1,60,2999,365,24899,0.142192228,0.93,0.120446604
179,MK Phone Nokia C30 2/32 v10,75,5499,365,32874,0.122336454,0.937,0.16727505
180,MK Phone Nokia C30 2/32 v12,70,4999,365,30549,0.125420171,0.941,0.163638744
181,MK Phone Nokia C30 2/32 v12 HMD,70,4999,365,30549,0.040299539,0.986,0.163638744
182,MK Phone Nokia C30 2/32 v13,70,4699,365,30249,0.13254652,0.942,0.155343978
183,MK Phone Nokia C30 2/32 v15,65,4299,365,28024,0.138254314,0.933,0.153404225
184,MK Phone Nokia C30 2/32 v15 HRA,60,6124,365,28024,0.298532764,0.792,0.218526977
185,MK Phone Nokia C30 2/32 v16 HRA,65,4299,365,28024,0.188154167,0.907,0.153404225
186,MK Phone Nokia C30 2/32 v8,60,3999,365,25899,0.109607239,0.94,0.154407506
187,MK Phone Nokia C30 2/32 v9,75,5499,365,32874,0.122064925,0.936,0.16727505
188,MK Phone Nokia C31 4/64 DS v7 ST Pilot,90,4099,365,36949,0.163811524,0.933,0.110936697
189,MK Phone Nokia C31 4/64 Insurance Pilot v1,80,3499,365,32699,0.153431875,0.948,0.10700633
190,MK Phone Nokia C31 4/64 v1 HRA,60,7949,365,29849,0.07258681,0.998,0.266307079
191,MK Phone Nokia C31 4/64 v11 HMD,80,3699,365,32899,0.093705574,0.997,0.112435028
192,MK Phone Nokia C31 4/64 v3,90,4099,365,36949,0.191008144,0.901,0.110936697
193,MK Phone Nokia C31 4/64 v3 HRA,90,4099,365,36949,0.259860317,0.859,0.110936697
194,MK Phone Nokia C31 4/64 v4,85,3999,365,35024,0.181084427,0.902,0.114178849
195,MK Phone Nokia C31 4/64 v4 HRA,85,3999,365,35024,0.2248889,0.879,0.114178849
196,MK Phone Nokia C31 4/64 v5 HMD,70,4299,365,29849,0.090504364,0.945,0.144024925
197,MK Phone Nokia C31 4/64 v6 HMD,90,4099,365,36949,0.147286258,0.931,0.110936697
198,MK Phone Nokia C31 4/64 v7 HMD,85,3999,365,35024,0.036588505,1,0.114178849
199,MK Phone Nokia C31 4/64 v9 HMD,80,3699,365,32899,0.199514171,0.89,0.112435028
200,MK Phone Nokia G10 3/32 HMD v13,60,3699,365,25599,0.139855285,0.94,0.144497832
201,MK Phone Nokia G10 3/32 HMD v4,55,4299,365,24374,0.108476982,0.956,0.176376467
202,MK Phone Nokia G10 3/32 Saf HMD v9,65,4999,365,28724,0.215673158,0.937,0.17403565
203,MK Phone Nokia G10 3/32 Saf-Data v3,55,3999,365,24074,0.121864558,0.947,0.166112819
204,MK Phone Nokia G10 3/32 v12,60,3699,365,25599,0.139150948,0.933,0.144497832
205,MK Phone Nokia G10 3/32 v13,60,3699,365,25599,0.147595747,0.882,0.144497832
206,MK Phone Nokia G10 3/32 v2,55,3999,365,24074,0.17401787,0.96,0.166112819
207,MK Phone Nokia G10 3/32 v8,65,4999,365,28724,0.142431755,0.938,0.17403565
208,MK Phone Nokia G20 4/64 Saf-Data HMD,70,4999,365,30549,0.10078634,0.968,0.163638744
209,MK Phone Nokia G20 4/64 Saf-Data v4,70,4999,365,30549,0.103477785,0.963,0.163638744
210,MK Phone Nokia G20 4/64 v3,70,4999,365,30549,0.109479483,0.954,0.163638744
211,MK Phone Nokia G21 4/64 HMD v11,90,5999,365,38849,0.122411974,0.942,0.154418389
212,MK Phone Nokia G21 4/64 HMD v14,85,5699,365,36724,0.144452338,0.963,0.15518462
213,MK Phone Nokia G21 4/64 HMD v16,80,5599,365,34799,0.099285977,0.966,0.160895428
214,MK Phone Nokia G21 4/64 HMD v17 HRA,80,5599,365,34799,0.698915814,0.83,0.160895428
215,MK Phone Nokia G21 4/64 HMD v19,80,4999,365,34199,0.149071924,0.911,0.146173865
216,MK Phone Nokia G21 4/64 HMD v19 HRA,80,4999,365,34199,0.226839018,0.857,0.146173865
217,MK Phone Nokia G21 4/64 HMD v5,65,4999,365,28724,0.058615968,0.973,0.17403565
218,MK Phone Nokia G21 4/64 HMD v8,70,4499,365,30049,0.083096434,0.965,0.149722121
219,MK Phone Nokia G21 4/64 v10,90,5999,365,38849,0.121965914,0.95,0.154418389
220,MK Phone Nokia G21 4/64 v11,90,5999,365,38849,0.13571921,0.942,0.154418389
221,MK Phone Nokia G21 4/64 v13,85,5699,365,36724,0.138112594,0.946,0.15518462
222,MK Phone Nokia G21 4/64 v15,80,5599,365,34799,0.139221118,0.943,0.160895428
223,MK Phone Nokia G21 4/64 v15 HRA,70,9249,365,34799,0.091298006,0.981,0.2657835
224,MK Phone Nokia G21 4/64 v16 HRA,80,5599,365,34799,0.219151667,0.893,0.160895428
225,MK Phone Nokia G21 4/64 v17 HRA,80,4999,365,34199,0.201627388,0.912,0.146173865
226,MK Phone Nokia G21 4/64 v19,80,4999,365,34199,0.153672396,0.937,0.146173865
227,MK Phone Nokia G21 4/64 v2,65,4999,365,28724,0.089376567,0.964,0.17403565
228,MK Phone Nokia G21 4/64 v6,70,4999,365,30549,0.093482036,0.963,0.163638744
229,MK Phone Nokia G21 4/64 v7,70,4499,365,30049,0.105157535,0.954,0.149722121
230,MK Phone Nokia G50 4/128 HMD v12,135,9499,365,58774,0.173556536,0.887,0.161619083
231,MK Phone Nokia G50 4/128 HMD v120 HRA,100,5999,365,42499,0.193837912,0.938,0.141156263
232,MK Phone Nokia G50 4/128 HMD v17,130,8499,365,55949,0.051907396,0.937,0.1519062
233,MK Phone Nokia G50 4/128 HMD v19,100,5999,365,42499,0.098592135,0.955,0.141156263
234,MK Phone Nokia G50 4/128 HMD v2,105,6999,365,45324,0.082485336,0.961,0.154421499
235,MK Phone Nokia G50 4/128 HMD v4,105,7999,365,46324,0.140480845,0.966,0.172675071
236,MK Phone Nokia G50 4/128 HMD v6,100,8999,365,45499,0.134299939,0.988,0.197784567
237,MK Phone Nokia G50 4/128 HMD v8,100,7999,365,44499,0.056872903,0.988,0.179756848
238,MK Phone Nokia G50 4/128 v1,105,6999,365,45324,0.100643977,0.965,0.154421499
239,MK Phone Nokia G50 4/128 v10,140,9499,365,60599,0.175131336,0.903,0.156751762
240,MK Phone Nokia G50 4/128 v12,145,14499,273,54084,0.001598759,1,0.268082982
241,MK Phone Nokia G50 4/128 v13,135,9499,365,58774,0.104126009,0.939,0.161619083
242,MK Phone Nokia G50 4/128 v14,145,14499,273,54084,0.002266004,1,0.268082982
243,MK Phone Nokia G50 4/128 v15,135,9499,365,58774,0.124560158,0.926,0.161619083
244,MK Phone Nokia G50 4/128 v16,130,8499,365,55949,0.113719782,0.953,0.1519062
245,MK Phone Nokia G50 4/128 v18,100,5999,365,42499,0.117105395,0.95,0.141156263
246,MK Phone Nokia G50 4/128 v18 HRA,85,11474,365,42499,0.034362475,0.989,0.269982823
247,MK Phone Nokia G50 4/128 v19 HRA,100,5999,365,42499,0.141584727,0.937,0.141156263
248,MK Phone Nokia G50 4/128 v3,105,7999,365,46324,0.091585543,0.972,0.172675071
249,MK Phone Nokia G50 4/128 v5,100,8999,365,45499,0.116327585,0.96,0.197784567
250,MK Phone Nokia G50 4/128 v7,100,7999,365,44499,0.086138078,0.963,0.179756848
251,MK Phone Samsung A01 v4,50,3499,365,21749,0.16520977,0.926,0.16088096
252,MK Phone Samsung A02 2/32 Saf-Data v1,50,3499,365,21749,0.138085959,0.926,0.16088096
253,MK Phone Samsung A02 2/32 Saf-Data v8,50,2999,365,21249,0.132804422,0.968,0.141136053
254,MK Phone Samsung A02 2GB/32GB v2,50,3499,365,21749,0.117445841,0.953,0.16088096
255,MK Phone Samsung A02 3/64 Saf-Data 6-M v1,100,3499,180,21499,0.155835594,0.862,0.162751756
256,MK Phone Samsung A02 3/64 Saf-Data v1,55,3999,365,24074,0.135696197,0.934,0.166112819
257,MK Phone Samsung A02 3/64 Saf-Data v9,55,3499,365,23574,0.165250931,0.903,0.148426232
258,MK Phone Samsung A02 3GB/64GB v1,55,3999,365,24074,0.120502384,0.955,0.166112819
259,MK Phone Samsung A02s v2,55,4499,365,24574,0.112741341,0.96,0.183079678
260,MK Phone Samsung A02S v3,55,4499,365,24574,0.12565828,0.95,0.183079678
261,MK Phone Samsung A03 3/32 ST Pilot v10,60,4999,365,26899,0.097204262,0.968,0.18584334
262,MK Phone Samsung A03 3/32 ST Pilot v14,60,3999,365,25899,0.142592094,0.949,0.154407506
263,MK Phone Samsung A03 3/32 v10 Promo,70,4499,365,30049,0.175145344,0.914,0.149722121
264,MK Phone Samsung A03 3/32 v12,65,4399,365,28124,0.160219292,0.922,0.15641445
265,MK Phone Samsung A03 3/32 v13,60,3999,365,25899,0.150293723,0.923,0.154407506
266,MK Phone Samsung A03 3/32 v13 HRA,55,5824,365,25899,0.028634598,0.997,0.224873547
