LoanId,Payment Plan,Cost per Credit,Deposit,Loan Duration,Product Price,Product Price Weighted Llr 200,Quality of Sales,Deposit to Price Ratio
37,MK +Phone Samsung A04S 4/64 CSTR1 v1,80,2999,400,34999,0.191507803,0.84425,0.085688163
38,MK +Phone Samsung A04S 4/64 CSTR1 v3 DS,90,2499,410,39399,0.091197911,1,0.063428006
39,MK +Phone Samsung A04S 4/64 DS v4 CG,80,2299,410,35099,0.09687453,1,0.065500442
40,MK +Phone Samsung A04S 4/64 DS v7 GT,100,3799,390,42799,0.218247834,0.870814607,0.088763756
41,MK +Phone Samsung A04S 4/64 DS v8 CG,100,2799,400,42799,0.160932473,0.931055111,0.065398724
42,MK +Phone Samsung A04S 4/64 DS v9 CG 75% Pilot,100,2799,400,42799,0.158960288,0.939569069,0.065398724
43,MK +Phone Samsung A14 4/128 v2 CG,120,3799,410,52999,0.156047381,0.941919626,0.071680598
44,MK +Phone Samsung A14 4/128 v2 GT,120,4999,400,52999,0.168871225,0.939040816,0.094322534
45,MK +Phone Samsung A24 4/128 v3 CG,150,3999,390,62499,0.137903748,0.993,0.063985024
46,MK Phone Nokia C22 2/64 Insurance Pilot v2,65,3199,365,26924,0.139118714,0.973211823,0.118815926
47,MK Phone Nokia C22 2/64 v1,65,3199,365,26924,0.221640722,0.923893939,0.118815926
48,MK Phone Nokia C22 2/64 v1 HRA,65,3199,365,26924,0.20412073,0.936969697,0.118815926
49,MK Phone Nokia C22 2/64 v2,65,3199,365,26924,0.160891375,0.959398019,0.118815926
50,MK Phone Nokia C22 2/64 v2 HRA,65,3199,365,26924,0.186124625,0.94629331,0.118815926
51,MK Phone Nokia C31 4/64 Insurance Pilot v2,80,3699,365,32899,0.172469818,0.978,0.112435028
52,MK Phone Nokia C31 4/64 Insurance Pilot v4,80,3699,365,32899,0.153628211,0.961622514,0.112435028
53,MK Phone Nokia C31 4/64 v1,70,4299,365,29849,0.063455502,1,0.144024925
54,MK Phone Nokia C31 4/64 v2 HRA,70,4299,365,29849,0.164882138,0.916666667,0.144024925
55,MK Phone Nokia C31 4/64 v5,80,3499,365,32699,0.096513681,1,0.10700633
56,MK Phone Nokia C31 4/64 v5 HRA,80,3499,365,32699,0.185419848,0.9156,0.10700633
57,MK Phone Nokia C31 4/64 v6,80,3699,365,32899,0.163560409,0.967612903,0.112435028
58,MK Phone Nokia C31 4/64 v6 HRA,80,3699,365,32899,0.209442827,0.924,0.112435028
59,MK Phone Nokia C31 4/64 v8,80,3699,365,32899,0.171357103,0.949911641,0.112435028
60,MK Phone Nokia C31 4/64 v8 HRA,80,3699,365,32899,0.210200296,0.924705577,0.112435028
61,MK Phone Nokia C32 4/128 PLAK Insurance Pilot v1,85,3899,365,34924,0.115401978,0.999088542,0.111642424
62,MK Phone Nokia C32 4/128 PLAK v1,85,3899,365,34924,0.113943278,0.993076923,0.111642424
63,MK Phone Nokia G21 4/64 HMD v20,95,4899,365,39574,0.071176758,0.9991,0.1237934
64,MK Phone Nokia G21 4/64 HMD v20 HRA,95,4899,365,39574,0.411534485,0.736642857,0.1237934
65,MK Phone Nokia G21 4/64 Insurance Pilot v1,95,4899,365,39574,0.167353257,0.943450945,0.1237934
66,MK Phone Nokia G21 4/64 v18 HRA,95,4899,365,39574,0.231966395,0.898812632,0.1237934
67,MK Phone Nokia G21 4/64 v20,95,4899,365,39574,0.184289064,0.933307133,0.1237934
68,MK Phone Nokia T10 Tablet 4/64 v1,100,6799,365,43299,0.257036776,0.859135593,0.157024412
69,MK Phone Nokia T10 Tablet 4/64 v2,100,6099,365,42599,0.25287276,0.966888889,0.143172375
70,MK Phone Samsung A03 Core 2/32 28 DS,71,3399,365,29314,0.158614185,0.965746258,0.115951423
71,MK Phone Samsung A03 Core 2/32 Insurance Pilot v2,65,3199,365,26924,0.244897418,0.95016,0.118815926
72,MK Phone Samsung A03 Core 2/32 Insurance Pilot v3,71,3699,365,29614,0.143054666,0.956828293,0.124907139
73,MK Phone Samsung A03 Core 2/32 Insurance Pilot v4,71,3399,365,29314,0.149303333,0.968212627,0.115951423
74,MK Phone Samsung A03 Core 2/32 v1 FE Pilot,71,3399,365,29314,0.146169129,0.972965116,0.115951423
75,MK Phone Samsung A03 Core 2/32 v19 DS,75,3499,365,30874,0.089510811,1,0.113331606
76,MK Phone Samsung A03 Core 2/32 v26 DS,65,3199,365,26924,0.195387789,0.921304833,0.118815926
77,MK Phone Samsung A03 Core 2/32 v26 DS HRA,65,3199,365,26924,0.224051575,0.923985714,0.118815926
78,MK Phone Samsung A03 Core 2/32 v27 DS,71,3699,365,29614,0.163601038,0.947226095,0.124907139
79,MK Phone Samsung A03 Core 2/32 v27 DS HRA,71,3699,365,29614,0.09252579,0.969242857,0.124907139
80,MK Phone Samsung A03 Core 2/32 v28 DS HRA,71,3399,365,29314,0.168616452,0.961116942,0.115951423
81,MK Phone Samsung A04 4/64 ST Pilot v1,90,4999,365,37849,0.119917596,0.975126761,0.132077466
82,MK Phone Samsung A04e 3/32 v1 FE Pilot,80,4699,365,33899,0.139183664,0.964805556,0.138617658
83,MK Phone Samsung A04e 3/32 v1 ST Pilot,80,4699,365,33899,0.179549413,0.946592593,0.138617658
84,MK Phone Samsung A04e 3/64 v1 ST Pilot,70,4199,365,29749,0.039843937,1,0.141147602
85,MK Phone Samsung A04e 3/64 v2 ST Pilot,85,4899,365,35924,0.141586946,0.96784058,0.136371228
86,MK Phone Samsung A04S 4/64 DS v10 HRA,105,4499,365,42824,0.167852967,0.952372828,0.105057911
87,MK Phone Samsung A04S 4/64 DS v5,85,4199,365,35224,0.06473446,1,0.119208494
88,MK Phone Samsung A04S 4/64 DS v6 HRA,85,4199,365,35224,0.074850857,1,0.119208494
89,MK Phone Samsung A04S 4/64 DS v7 HRA,105,4999,365,43324,0.474743522,0.8255,0.115386391
90,MK Phone Samsung A04S 4/64 DS v8,105,4999,365,43324,0.149258979,0.95789924,0.115386391
91,MK Phone Samsung A04S 4/64 DS v9,105,4499,365,42824,0.168128447,0.954474263,0.105057911
92,MK Phone Samsung A04S 4/64 FE Pilot v1,105,4499,365,42824,0.13662134,0.968075145,0.105057911
93,MK Phone Samsung A04S 4/64 Insurance Pilot v2,105,4999,365,43324,0.242909588,0.923763158,0.115386391
94,MK Phone Samsung A04S 4/64 Insurance Pilot v4,105,4499,365,42824,0.154187409,0.960849188,0.105057911
95,MK Phone Samsung A13 4/64 v13,90,5599,365,38449,0.143966108,0.98075,0.145621473
96,MK Phone Samsung A14 4/128 Insurance Pilot v6,130,5599,365,53049,0.187276377,0.938907317,0.105543931
97,MK Phone Samsung A14 4/128 v1 ST Pilot,135,6299,365,55574,0.06951872,1,0.11334437
98,MK Phone Samsung A14 4/128 v2 ST Pilot,130,5599,365,53049,0.160702208,0.94675,0.105543931
99,MK Phone Samsung A14 4/128 v4,130,5599,365,53049,0.193256904,0.928567033,0.105543931
100,MK Phone Samsung A14 4/128 v5 HRA,130,5599,365,53049,0.260646257,0.872345798,0.105543931
101,MK Phone Samsung A14 4/64 v2 FE Pilot,115,5599,365,47574,0.153480577,0.94673262,0.117690335
102,MK Phone Samsung A23 4/128  ST Pilot v2,120,9699,365,53499,0.132079564,0.949155556,0.181293108
103,MK Phone Samsung A23 4/64 v13,100,6999,365,43499,0.190019074,0.8238,0.160900251
104,MK Phone Samsung A23 4/64 v15 DS,100,6999,365,43499,0.258734714,0.921947368,0.160900251
105,MK Phone Samsung A23 4/64 v16 DS HRA,100,6999,365,43499,0.123647207,1,0.160900251
106,MK Phone Samsung A24 4/128 Insurance Pilot v7,150,7699,365,62449,0.106589107,0.989651613,0.1232846
107,MK Phone Samsung A24 4/128 v5 HRA,150,7999,365,62749,0.108307936,0.9888,0.127476135
108,MK Phone Samsung A24 4/128 v6,150,7699,365,62449,0.135995987,0.970518493,0.1232846
